1	Fragmanlarını	fragman	Noun	Noun	A3pl|P3pl|Acc	2	OBJECT
2	kesimin	kesim	Noun	Noun	A3sg|Pnon|Gen	3	POSSESSOR
3	övgülerine	övgü	Noun	Noun	A3pl|P2sg|Dat	5	MODIFIER
4	mazhar	mazhar	Noun	NAdj	A3sg|Pnon|Nom	5	MWE
5	olacağına	olacak	Noun	NAdj	A3sg|P3sg|Dat	7	MODIFIER
6	emin	emin	Adj	Adj	_	7	MODIFIER
7	_	ol	Verb	Verb	Pos	8	DERIV
8	olduğum	_	Adj	PastPart	P1sg	10	MODIFIER
9	bir	bir	Adj	Num	_	10	DETERMINER
10	film	film	Noun	Noun	A3sg|Pnon|Nom	0	PREDICATE
11	daha	daha	Adverb	Adverb	_	10	INTENSIFIER
12	.	.	Punc	Punc	_	11	PUNCTUATION



1	Ben	ben	Pron	Pers	A1sg|Pnon|Nom	14	SUBJECT
2	Issız	ıssız	Adj	Adj	_	3	MODIFIER
3	Adam'ı	Adam	Noun	Prop	A3sg|Pnon|Acc	4	OBJECT
4	_	izle	Verb	Verb	Pos	5	DERIV
5	_	_	Adj	PresPart	_	6	DERIV
6	izleyene	_	Noun	Zero	A3sg|Pnon|Dat	7	ARGUMENT
7	kadar	kadar	Postp	PCDat	_	8	MODIFIER
8	_	oku	Verb	Verb	Pos	9	DERIV
9	okuduğum	_	Adj	PastPart	P1sg	11	MODIFIER
10	tüm	tüm	Det	Det	_	11	DETERMINER
11	gazetelerde	gazete	Noun	Noun	A3pl|Pnon|Loc	14	MODIFIER
12	yere	yer	Noun	Noun	A3sg|Pnon|Dat	14	MODIFIER
13	göğe	gök	Noun	Noun	A3sg|Pnon|Dat	14	MODIFIER
14	sığdırılamamıştı	sığ	Verb	Verb	Caus|Pass|Able|Neg|Narr|Past|A3sg	0	PREDICATE
15	.	.	Punc	Punc	_	14	PUNCTUATION



1	_	izle	Verb	Verb	Pos	2	DERIV
2	İzlediğimde	_	Noun	PastPart	A3sg|P1sg|Loc	10	MODIFIER
3	bu	bu	Det	Det	_	4	ARGUMENT
4	musun	mu	Postp	Ques	Pres|A2sg	10	OBJECT
5	bu	bu	Det	Det	_	6	ARGUMENT
6	kadar	kadar	Postp	PCDat	_	10	MODIFIER
7	_	öv	Verb	Verb	Pass|Pos	8	DERIV
8	övülen	_	Adj	PresPart	_	9	MODIFIER
9	şey	şey	Noun	Noun	A3sg|Pnon|Nom	10	OBJECT
10	demiştim	de	Verb	Verb	Pos|Narr|Past|A1sg	0	PREDICATE
11	.	.	Punc	Punc	_	10	PUNCTUATION



1	Boşa	boşa	Verb	Verb	Pos|Imp|A2sg	0	ROOT
2	_	git	Verb	Verb	Pos	3	DERIV
3	giden	_	Adj	PresPart	_	5	MODIFIER
4	bir	bir	Adj	Num	_	5	DETERMINER
5	_	süre	Noun	Noun	A3sg|Pnon|Nom	6	DERIV
6	süreydi	_	Verb	Zero	Past|A3sg	0	ROOT
7	film	film	Noun	Noun	A3sg|Pnon|Nom	8	POSSESSOR
8	süresi	süre	Noun	Noun	A3sg|P3sg|Nom	10	SUBJECT
9	benim	ben	Pron	Pers	A1sg|Pnon|Gen	10	ARGUMENT
10	için	için	Postp	PCNom	_	0	ROOT
11	.	.	Punc	Punc	_	10	PUNCTUATION



1	Bunun	bu	Pron	Demons	A3sg|Pnon|Gen	6	POSSESSOR
2	da	da	Conj	Conj	_	1	INTENSIFIER
3	aynı	aynı	Adj	Adj	_	4	MODIFIER
4	kaderi	kader	Noun	Noun	A3sg|Pnon|Acc	5	OBJECT
5	_	paylaş	Verb	Verb	Pos	6	DERIV
6	paylaşacağına	_	Noun	FutPart	A3sg|P3sg|Dat	8	MODIFIER
7	_	emin	Noun	NAdj	A3sg|Pnon|Nom	8	DERIV
8	eminim	_	Verb	Zero	Pres|A1sg	0	PREDICATE
9	.	.	Punc	Punc	_	8	PUNCTUATION



1	_	piyasa	Noun	Noun	A3sg|Pnon|Loc	2	DERIV
2	Piyasadaki	_	Adj	Rel	_	3	MODIFIER
3	yapımları	yapım	Noun	Noun	A3pl|Pnon|Acc	4	OBJECT
4	_	eleştir	Verb	Verb	Pos	5	DERIV
5	eleştirmek	_	Noun	Inf1	A3sg|Pnon|Nom	6	POSSESSOR
6	amacıyla	amaç	Noun	Noun	A3sg|P3sg|Ins	7	MODIFIER
7	çekilmiş	çek	Verb	Verb	Pass|Pos|Narr|A3sg	0	PREDICATE
8	bir	bir	Adj	Num	_	10	DETERMINER
9	piyasa	piyasa	Noun	Noun	A3sg|Pnon|Nom	10	POSSESSOR
10	filmi	film	Noun	Noun	A3sg|P3sg|Nom	7	SUBJECT
11	.	.	Punc	Punc	_	10	PUNCTUATION



1	Sinemada	sinema	Noun	Noun	A3sg|Pnon|Loc	2	MODIFIER
2	_	izle	Verb	Verb	Pos	3	DERIV
3	izlediğime	_	Noun	PastPart	A3sg|P1sg|Dat	5	MODIFIER
4	pişman	pişman	Adj	Adj	_	5	MWE
5	oldum	ol	Verb	Verb	Pos|Past|A1sg	0	PREDICATE
6	.	.	Punc	Punc	_	5	PUNCTUATION



1	Bütün	bütün	Adj	Adj	_	2	MODIFIER
2	oyuncular	oyuncu	Noun	Noun	A3pl|Pnon|Nom	6	SUBJECT
3	vasat	vasat	Adj	Adj	_	5	MODIFIER
4	bir	bir	Adj	Num	_	5	DETERMINER
5	performans	performans	Noun	Noun	A3sg|Pnon|Nom	6	OBJECT
6	sergilemiş	sergile	Verb	Verb	Pos|Narr|A3sg	0	PREDICATE
7	bence	ben	Pron	Pers	A1sg|Pnon|Equ	6	MODIFIER
8	.	.	Punc	Punc	_	7	PUNCTUATION



1	Ahmet	Ahmet	Noun	Prop	A3sg|Pnon|Nom	2	MWE
2	Çakarın	çakar	Noun	Noun	A3sg|Pnon|Gen	3	POSSESSOR
3	sahneleri	sahne	Noun	Noun	A3pl|P3sg|Nom	6	SUBJECT
4	bu	bu	Det	Det	_	5	DETERMINER
5	yüzden	yüz	Noun	Noun	A3sg|Pnon|Abl	6	MODIFIER
6	_	evril	Verb	Verb	Pos	7	DERIV
7	evrilip	_	Adverb	AfterDoingSo	_	8	MODIFIER
8	_	çevir	Verb	Verb	Pass|Pos	9	DERIV
9	çevrilip	_	Adverb	AfterDoingSo	_	10	MODIFIER
10	verilmişti	ver	Verb	Verb	Pass|Pos|Narr|Past|A3sg	0	PREDICATE
11	.	.	Punc	Punc	_	10	PUNCTUATION



1	Televizyon	televizyon	Noun	Noun	A3sg|Pnon|Nom	7	OBJECT
2	aptal	aptal	Noun	NAdj	A3sg|Pnon|Nom	3	POSSESSOR
3	kutusu	kutu	Noun	Noun	A3sg|P3sg|Nom	7	MODIFIER
4	sinemayı	sinema	Noun	Noun	A3sg|Pnon|Acc	7	OBJECT
5	da	da	Conj	Conj	_	4	INTENSIFIER
6	öyle	öyle	Adj	Adj	_	7	MODIFIER
7	yapalım	yap	Verb	Verb	Pos|Opt|A1pl	11	COORDINATION
8	zihniyeti	zihniyet	Noun	Noun	A3sg|Pnon|Acc	9	OBJECT
9	güdülmüş	güt	Verb	Verb	Pass|Pos|Narr|A3sg	10	ARGUMENT
10	gibi	gibi	Postp	PCNom	_	11	MODIFIER
11	geldi	gel	Verb	Verb	Pos|Past|A3sg	0	PREDICATE
12	bana	ben	Pron	Pers	A1sg|Pnon|Dat	11	MODIFIER
13	.	.	Punc	Punc	_	12	PUNCTUATION



1	Halbuki	halbuki	Conj	Conj	_	0	CONJUNCTION
2	daha	daha	Adverb	Adverb	_	3	MODIFIER
3	felsefi	felsefi	Adj	Adj	_	6	COORDINATION
4	ve	ve	Conj	Conj	_	3	CONJUNCTION
5	daha	daha	Adverb	Adverb	_	6	MODIFIER
6	duygusal	duygusal	Adj	Adj	_	8	MODIFIER
7	bir	bir	Adj	Num	_	8	DETERMINER
8	yapım	yapım	Noun	Noun	A3sg|Pnon|Nom	9	OBJECT
9	beklemiştim	bekle	Verb	Verb	Pos|Narr|Past|A1sg	0	PREDICATE
10	.	.	Punc	Punc	_	9	PUNCTUATION



1	Bu	bu	Det	Det	_	2	DETERMINER
2	şekilde	şekil	Noun	Noun	A3sg|Pnon|Loc	8	MODIFIER
3	tek	tek	Adj	Adj	_	4	MODIFIER
4	kısım	kısım	Noun	Noun	A3sg|Pnon|Nom	8	MODIFIER
5	sevgili	sevgili	Noun	NAdj	A3sg|Pnon|Nom	6	MODIFIER
6	Metin_Uca'nın	Metin_uca	Noun	Noun	A3sg|Pnon|Gen	7	POSSESSOR
7	yorumları	yorum	Noun	Noun	A3pl|P3sg|Nom	8	SUBJECT
8	olacak	ol	Verb	Verb	Pos|Fut|A3sg	0	PREDICATE
9	.	.	Punc	Punc	_	8	PUNCTUATION



1	Keşke	keşke	Adverb	Adverb	_	17	MODIFIER
2	televizyonun	televizyon	Noun	Noun	A3sg|Pnon|Gen	7	POSSESSOR
3	bu	bu	Det	Det	_	4	ARGUMENT
4	kadar	kadar	Postp	PCDat	_	6	MODIFIER
5	hayatımıza	hayat	Noun	Noun	A3sg|P1pl|Dat	6	MODIFIER
6	_	gir	Verb	Verb	Pos	7	DERIV
7	girdiği	_	Adj	PastPart	P3sg	8	MODIFIER
8	dönemde	dönem	Noun	Noun	A3sg|Pnon|Loc	17	MODIFIER
9	bu	bu	Det	Det	_	10	ARGUMENT
10	kadar	kadar	Postp	PCDat	_	11	MODIFIER
11	sığ	sığ	Noun	Noun	A3sg|Pnon|Nom	13	MODIFIER
12	bir	bir	Adj	Num	_	13	DETERMINER
13	film	film	Noun	Noun	A3sg|Pnon|Nom	14	POSSESSOR
14	yerine	yer	Noun	Noun	A3sg|P3sg|Dat	17	MODIFIER
15	daha	daha	Adverb	Adverb	_	16	MODIFIER
16	çok	çok	Adverb	Adverb	_	17	MODIFIER
17	_	irdele	Verb	Verb	Pos	18	DERIV
18	irdeleyen	_	Adj	PresPart	_	20	MODIFIER
19	bir	bir	Adj	Num	_	20	MWE
20	şey	şey	Noun	Noun	A3sg|Pnon|Nom	21	OBJECT
21	olsaymış	ol	Verb	Verb	Pos|Desr|Narr|A3sg	0	PREDICATE
22	.	.	Punc	Punc	_	21	PUNCTUATION



1	_	anlaş	Verb	Verb	Pass|Pos	2	DERIV
2	Anlaşılan	_	Adj	PresPart	_	11	SUBJECT
3	_	gül	Verb	Verb	Caus|Pos|Aor|A3sg	4	DERIV
4	güldürürken	_	Adverb	While	_	11	MODIFIER
5	_	düşün	Verb	Verb	Caus|Pos	6	DERIV
6	düşündürme	_	Noun	Inf2	A3sg|Pnon|Nom	7	POSSESSOR
7	işi	iş	Noun	Noun	A3sg|P3sg|Nom	11	SUBJECT
8	Nasrettin	Nasrettin	Noun	Prop	A3sg|Pnon|Nom	9	MWE
9	Hocadan	hoca	Noun	Noun	A3sg|Pnon|Abl	10	ARGUMENT
10	sonra	sonra	Postp	PCAbl	_	11	MODIFIER
11	öldü	öl	Verb	Verb	Pos|Past|A3sg	0	PREDICATE
12	.	.	Punc	Punc	_	11	PUNCTUATION



1	Böyle	böyle	Adj	Adj	_	2	MODIFIER
2	filmler	film	Noun	Noun	A3pl|Pnon|Nom	3	SUBJECT
3	çekilecekse	çek	Verb	Verb	Pass|Pos|Fut|Cond|A3sg	8	MODIFIER
4	Türk	Türk	Noun	NAdj	A3sg|Pnon|Nom	5	POSSESSOR
5	sineması	sinema	Noun	Noun	A3sg|P3sg|Nom	8	SUBJECT
6	sonunda	sonunda	Adverb	Adverb	_	8	MODIFIER
7	ne	ne	Adverb	Adverb	_	8	MODIFIER
8	olacak	ol	Verb	Verb	Pos|Fut|A3sg	0	PREDICATE
9	?	?	Punc	Punc	_	8	PUNCTUATION



1	Geçen	geçen	Adj	Adj	_	2	MODIFIER
2	hafta	hafta	Noun	Noun	A3sg|Pnon|Nom	4	MODIFIER
3	Türkler	Türk	Noun	NAdj	A3pl|Pnon|Nom	4	SUBJECT
4	Çıldırmış	çıldır	Verb	Verb	Pos|Narr|A3sg	5	MODIFIER
5	Olmalı	ol	Verb	Verb	Pos|Neces|A3sg	8	COORDINATION
6	şimdi	şimdi	Adverb	Adverb	_	8	MODIFIER
7	_	abi	Noun	Noun	A3sg|P1sg|Nom	8	DERIV
8	abimim	_	Verb	Zero	Pres|A1sg	10	COORDINATION
9	insanı	insan	Noun	Noun	A3sg|P3sg|Nom	10	OBJECT
10	soğutuyorlar	soğu	Verb	Verb	Caus|Pos|Prog1|A3pl	0	PREDICATE
11	.	.	Punc	Punc	_	10	PUNCTUATION



1	Yağmur	yağmur	Noun	Noun	A3sg|Pnon|Nom	2	MODIFIER
2	Adamla	adam	Noun	Noun	A3sg|Pnon|Ins	4	MODIFIER
3	ilgisi	ilgi	Noun	Noun	A3sg|P3sg|Nom	4	SUBJECT
4	yok	yok	Adj	Adj	_	5	OBJECT
5	_	de	Verb	Verb	Pos	6	DERIV
6	diyen	_	Adj	PresPart	_	7	MODIFIER
7	arkadaş	arkadaş	Noun	Noun	A3sg|Pnon|Nom	13	COORDINATION
8	ya	ya	Conj	Conj	_	7	CONJUNCTION
9	hayatında	hayat	Noun	Noun	A3sg|P3sg|Loc	13	MODIFIER
10	Rein	re	Noun	Noun	A3sg|P2sg|Nom	13	SUBJECT
11	Man	Man	Noun	Prop	A3sg|Pnon|Nom	12	POSSESSOR
12	filmini	film	Noun	Noun	A3sg|P3sg|Acc	13	OBJECT
13	izlememiş	izle	Verb	Verb	Neg|Narr|A3sg	26	COORDINATION
14	,	,	Punc	Punc	_	13	PUNCTUATION
15	ya	ya	Conj	Conj	_	16	MWE
16	da	da	Conj	Conj	_	13	MWE
17	fazlasıyla	fazlasıyla	Adverb	Adverb	_	25	MODIFIER
18	taraflı	taraflı	Adj	Adj	_	20	MODIFIER
19	bir	bir	Adj	Num	_	20	DETERMINER
20	biçimde	biçim	Noun	Noun	A3sg|Pnon|Loc	25	MODIFIER
21	yersiz	yersiz	Adj	Adj	_	23	MODIFIER
22	bir	bir	Adj	Num	_	23	DETERMINER
23	savunu	savun	Noun	Noun	A3sg|Pnon|Acc	25	OBJECT
24	_	yap	Verb	Verb	Pos	25	DERIV
25	yapmaya	_	Noun	Inf2	A3sg|Pnon|Dat	26	MODIFIER
26	çalışmış	çalış	Verb	Verb	Pos|Narr|A3sg	0	PREDICATE
27	.	.	Punc	Punc	_	26	PUNCTUATION



1	Film	film	Noun	Noun	A3sg|Pnon|Nom	28	SUBJECT
2	vizyona	vizyon	Noun	Noun	A3sg|Pnon|Dat	4	MODIFIER
3	_	gir	Verb	Verb	Pos	4	DERIV
4	girmeden	_	Noun	Inf2	A3sg|Pnon|Abl	6	MODIFIER
5	yorum	yorum	Noun	Noun	A3sg|Pnon|Nom	6	MWE
6	_	yap	Verb	Verb	Pos	7	DERIV
7	_	_	Adj	PresPart	_	8	DERIV
8	yapanlara	_	Noun	Zero	A3pl|Pnon|Dat	10	MODIFIER
9	lanet	lanet	Noun	Noun	A3sg|Pnon|Nom	10	OBJECT
10	_	oku	Verb	Verb	Pos	11	DERIV
11	_	_	Adj	PresPart	_	12	DERIV
12	okuyanlar	_	Noun	Zero	A3pl|Pnon|Nom	17	COORDINATION
13	ve	ve	Conj	Conj	_	12	CONJUNCTION
14	_	izle	Verb	Verb	Pos	15	DERIV
15	izlemeden	_	Noun	Inf2	A3sg|Pnon|Abl	16	MODIFIER
16	_	eleştir	Verb	Verb	Pos	17	DERIV
17	eleştirmekle	_	Noun	Inf1	A3sg|Pnon|Ins	18	MODIFIER
18	_	suçla	Verb	Verb	Pos	19	DERIV
19	_	_	Adj	PresPart	_	20	DERIV
20	suçlayanlar	_	Noun	Zero	A3pl|Pnon|Nom	28	SUBJECT
21	ya	ya	Conj	Conj	_	20	CONJUNCTION
22	vizyon	vizyon	Noun	Noun	A3sg|Pnon|Nom	23	POSSESSOR
23	öncesi	önce	Noun	Noun	A3sg|P3sg|Nom	26	MODIFIER
24	Gala	gal	Noun	Noun	A3sg|Pnon|Dat	26	MODIFIER
25	_	izle	Verb	Verb	Pos	26	DERIV
26	izlemelerinden	_	Noun	Inf2	A3sg|P3pl|Abl	28	MODIFIER
27	haberleri	haber	Noun	Noun	A3pl|P3sg|Nom	28	SUBJECT
28	yok	yok	Adj	Adj	_	35	COORDINATION
29	,	,	Punc	Punc	_	28	PUNCTUATION
30	ya	ya	Conj	Conj	_	31	MWE
31	da	da	Conj	Conj	_	35	MODIFIER
32	olumsuz	olumsuz	Adj	Adj	_	33	MODIFIER
33	fikirlere	fikir	Noun	Noun	A3pl|Pnon|Dat	35	MODIFIER
34	tahammülleri	tahammül	Noun	Noun	A3pl|P3sg|Nom	35	SUBJECT
35	yok	yok	Adj	Adj	_	0	PREDICATE
36	.	.	Punc	Punc	_	35	PUNCTUATION



1	Ayrıca	ayrıca	Adverb	Adverb	_	4	MODIFIER
2	şunu	şu	Pron	Demons	A3sg|Pnon|Acc	4	OBJECT
3	da	da	Conj	Conj	_	2	INTENSIFIER
4	belirteyim	belir	Verb	Verb	Caus|Pos|Opt|A1sg	20	COORDINATION
5	;	;	Punc	Punc	_	4	PUNCTUATION
6	bu	bu	Det	Det	_	7	DETERMINER
7	sektörde	sektör	Noun	Noun	A3sg|Pnon|Loc	20	MODIFIER
8	çalışan	çalışan	Noun	Noun	A3sg|Pnon|Nom	20	SUBJECT
9	pek	pek	Adverb	Adverb	_	20	MODIFIER
10	çok	çok	Det	Det	_	11	DETERMINER
11	kişinin	kişi	Noun	Noun	A3sg|Pnon|Gen	19	POSSESSOR
12	bir	bir	Adj	Num	_	13	DETERMINER
13	filmi	film	Noun	Noun	A3sg|Pnon|Acc	16	OBJECT
14	vizyona	vizyon	Noun	Noun	A3sg|Pnon|Dat	16	MODIFIER
15	_	gir	Verb	Verb	Pos	16	DERIV
16	girmeden	_	Noun	Inf2	A3sg|Pnon|Abl	18	MODIFIER
17	_	gör	Verb	Verb	Pos	18	DERIV
18	görme	_	Noun	Inf2	A3sg|Pnon|Nom	19	POSSESSOR
19	şansı	şans	Noun	Noun	A3sg|P3sg|Nom	20	SUBJECT
20	var	var	Adj	Adj	_	23	COORDINATION
21	bunu	bu	Pron	Demons	A3sg|Pnon|Acc	23	OBJECT
22	da	da	Conj	Conj	_	21	INTENSIFIER
23	unutmayın	unut	Verb	Verb	Neg|Imp|A2pl	0	PREDICATE
24	.	.	Punc	Punc	_	23	PUNCTUATION



1	Konu	konu	Noun	Noun	A3sg|Pnon|Nom	2	OBJECT
2	deseniz	de	Verb	Verb	Pos|Desr|A2pl	19	MODIFIER
3	konusu	konu	Noun	Noun	A3sg|P3sg|Nom	4	MWE
4	_	ol	Verb	Verb	Neg	5	DERIV
5	olmayan	_	Adj	PresPart	_	12	COORDINATION
6	,	,	Punc	Punc	_	5	PUNCTUATION
7	bakım	bakım	Noun	Noun	A3sg|Pnon|Nom	8	POSSESSOR
8	oyuncularına	oyuncu	Noun	Noun	A3pl|P3sg|Dat	10	COORDINATION
9	ve	ve	Conj	Conj	_	8	CONJUNCTION
10	Yılmaz_Erdoğan'a	Yılmaz_Erdoğan	Noun	Prop	A3sg|Pnon|Dat	11	MODIFIER
11	_	yakış	Verb	Verb	Neg	12	DERIV
12	yakışmayan	_	Adj	PresPart	_	17	COORDINATION
13	,	,	Punc	Punc	_	12	PUNCTUATION
14	sadece	sadece	Adverb	Adverb	_	16	MODIFIER
15	para	para	Noun	Noun	A3sg|Pnon|Nom	16	OBJECT
16	_	kazan	Verb	Verb	Pos	17	DERIV
17	kazanmak	_	Noun	Inf1	A3sg|Pnon|Nom	18	ARGUMENT
18	için	için	Postp	PCNom	_	19	MODIFIER
19	yapılmış	yap	Verb	Verb	Pass|Pos|Narr|A3sg	0	PREDICATE
20	bir	bir	Adj	Num	_	21	DETERMINER
21	film	film	Noun	Noun	A3sg|Pnon|Nom	19	SUBJECT
22	.	.	Punc	Punc	_	21	PUNCTUATION



1	Bu	bu	Det	Det	_	2	MWE
2	arada	ara	Noun	NAdj	A3sg|Pnon|Loc	13	MODIFIER
3	alın	alın	Noun	Noun	A3sg|Pnon|Nom	4	POSSESSOR
4	teriyle	ter	Noun	Noun	A3sg|P3sg|Ins	5	MODIFIER
5	_	çalış	Verb	Verb	Pos	6	DERIV
6	çalışıp	_	Adverb	AfterDoingSo	_	8	MODIFIER
7	para	para	Noun	Noun	A3sg|Pnon|Nom	8	MWE
8	_	kazan	Verb	Verb	Pos	9	DERIV
9	kazanmakla	_	Noun	Inf1	A3sg|Pnon|Ins	13	MODIFIER
10	üç	üç	Adj	Num	_	11	MODIFIER
11	günde	gün	Noun	Noun	A3sg|Pnon|Loc	13	MODIFIER
12	milyarder	milyarder	Noun	NAdj	A3sg|Pnon|Nom	13	MWE
13	_	ol	Verb	Verb	Pos	14	DERIV
14	olmak	_	Noun	Inf1	A3sg|Pnon|Nom	15	POSSESSOR
15	hayalleriyle	hayal	Noun	Noun	A3pl|P3sg|Ins	16	MODIFIER
16	_	bat	Verb	Verb	Pos	17	DERIV
17	batmak	_	Noun	Inf1	A3sg|Pnon|Nom	18	POSSESSOR
18	arasında	ara	Noun	NAdj	A3sg|P3sg|Loc	22	MODIFIER
19	dağlar	dağ	Noun	Noun	A3pl|Pnon|Nom	20	ARGUMENT
20	kadar	kadar	Postp	PCDat	_	21	MODIFIER
21	fark	fark	Noun	Noun	A3sg|Pnon|Nom	22	SUBJECT
22	var	var	Adj	Adj	_	0	PREDICATE
23	.	.	Punc	Punc	_	22	PUNCTUATION



1	Yılmaz_Erdoğan	Yılmaz_Erdoğan	Noun	Prop	A3sg|Pnon|Nom	5	SUBJECT
2	şimdi	şimdi	Adverb	Adverb	_	5	MODIFIER
3	çok	çok	Adverb	Adverb	_	4	DETERMINER
4	_	neşeli	Noun	NAdj	A3sg|Pnon|Nom	5	DERIV
5	neşelidir	_	Verb	Zero	Pres|A3sg|Cop	14	COORDINATION
6	herhalde	herhalde	Adverb	Adverb	_	5	MODIFIER
7	,	,	Punc	Punc	_	6	PUNCTUATION
8	_	film	Noun	Noun	A3sg|Pnon|Loc	9	DERIV
9	filmdeki	_	Adj	Rel	_	10	MODIFIER
10	kahramanın	kahraman	Noun	NAdj	A3sg|Pnon|Gen	12	POSSESSOR
11	_	yap	Verb	Verb	Able|Neg	12	DERIV
12	yapamadığı	_	Noun	PastPart	A3sg|P3sg|Nom	13	ARGUMENT
13	gibi	gibi	Postp	PCNom	_	14	MODIFIER
14	kazandı	kazan	Verb	Verb	Pos|Past|A3sg	0	PREDICATE
15	bedavadan	bedava	Noun	NAdj	A3sg|Pnon|Abl	16	MODIFIER
16	parayı	para	Noun	Noun	A3sg|Pnon|Acc	14	OBJECT
17	.	.	Punc	Punc	_	16	PUNCTUATION



1	Filmi	film	Noun	Noun	A3sg|Pnon|Acc	2	OBJECT
2	_	izle	Verb	Verb	Pos|Aor|A3sg	3	DERIV
3	izlerken	_	Adverb	While	_	5	MODIFIER
4	çok	çok	Adverb	Adverb	_	5	DETERMINER
5	sıkıldım	sıkıl	Verb	Verb	Pos|Past|A1sg	11	COORDINATION
6	,	,	Punc	Punc	_	5	PUNCTUATION
7	Yılmaz_Erdoğan'ın	Yılmaz_Erdoğan	Noun	Prop	A3sg|Pnon|Gen	10	POSSESSOR
8	en	en	Adverb	Adverb	_	9	MODIFIER
9	kötü	kötü	Adj	Adj	_	10	MODIFIER
10	_	oyunculuk	Noun	Noun	A3sg|P3sg|Nom	11	DERIV
11	oyunculuğuydu	_	Verb	Zero	Past|A3sg	0	PREDICATE
12	.	.	Punc	Punc	_	11	PUNCTUATION



1	Bu	bu	Det	Det	_	2	DETERMINER
2	filmi	film	Noun	Noun	A3sg|Pnon|Acc	5	OBJECT
3	bu	bu	Det	Det	_	4	ARGUMENT
4	kadar	kadar	Postp	PCDat	_	5	MODIFIER
5	_	abart	Verb	Verb	Pos	6	DERIV
6	_	_	Adj	PresPart	_	7	DERIV
7	abartanları	_	Noun	Zero	A3sg|P3pl|Nom	8	OBJECT
8	anlayamıyorum	anla	Verb	Verb	Able|Neg|Prog1|A1sg	14	COORDINATION
9	,	,	Punc	Punc	_	8	PUNCTUATION
10	ya	ya	Conj	Conj	_	8	CONJUNCTION
11	onlar	o	Pron	Demons	A3pl|Pnon|Nom	14	SUBJECT
12	bu	bu	Det	Det	_	13	DETERMINER
13	işten	iş	Noun	Noun	A3sg|Pnon|Abl	14	MODIFIER
14	anlamıyorlar	anla	Verb	Verb	Neg|Prog1|A3pl	20	COORDINATION
15	ya	ya	Conj	Conj	_	16	MWE
16	da	da	Conj	Conj	_	14	MWE
17	yalan	yalan	Noun	NAdj	A3sg|Pnon|Nom	18	MWE
18	yere	yer	Noun	Noun	A3sg|Pnon|Dat	20	MODIFIER
19	destek	destek	Noun	Noun	A3sg|Pnon|Nom	20	MWE
20	oluyorlar	ol	Verb	Verb	Pos|Prog1|A3pl	0	PREDICATE
21	.	.	Punc	Punc	_	20	PUNCTUATION



1	Filmin	film	Noun	Noun	A3sg|Pnon|Gen	2	POSSESSOR
2	konusu	konu	Noun	Noun	A3sg|P3sg|Nom	4	SUBJECT
3	iyi	iyi	Adj	Adj	_	4	MODIFIER
4	olabilir	ol	Verb	Verb	Able|Pos|Aor|A3sg	19	COORDINATION
5	ama	ama	Conj	Conj	_	4	CONJUNCTION
6	oyunculuk	oyunculuk	Noun	Noun	A3sg|Pnon|Nom	8	COORDINATION
7	ve	ve	Conj	Conj	_	6	CONJUNCTION
8	filmi	film	Noun	Noun	A3sg|P3sg|Nom	9	OBJECT
9	izlenir	izle	Verb	Verb	Pass|Pos|Aor|A3sg	17	MODIFIER
10	_	kıl	Verb	Verb	Pos	11	DERIV
11	kılan	_	Adj	PresPart	_	13	MODIFIER
12	başka	başka	Adj	Adj	_	13	MODIFIER
13	şeyler	şey	Noun	Noun	A3pl|Pnon|Nom	17	SUBJECT
14	de	de	Conj	Conj	_	13	INTENSIFIER
15	_	önem	Noun	Noun	A3sg|Pnon|Nom	16	DERIV
16	önemli	_	Adj	With	_	17	MODIFIER
17	olsa	ol	Verb	Verb	Pos|Desr|A3sg	19	MODIFIER
18	gerek	gerek	Noun	Noun	A3sg|Pnon|Nom	19	MWE
19	i	i	Noun	Noun	A3sg|Pnon|Nom	0	PREDICATE



1	Bir	bir	Adj	Num	_	2	DETERMINER
2	film	film	Noun	Noun	A3sg|Pnon|Nom	7	SUBJECT
3	sırf	sırf	Adverb	Adverb	_	4	MODIFIER
4	_	eleştir	Verb	Verb	Pass|Pos	5	DERIV
5	eleştirilmek	_	Noun	Inf1	A3sg|Pnon|Nom	6	ARGUMENT
6	için	için	Postp	PCNom	_	7	MODIFIER
7	izlenmez	izle	Verb	Verb	Pass|Neg|Aor|A3sg	13	COORDINATION
8	zaten	zaten	Adverb	Adverb	_	7	MODIFIER
9	o	o	Det	Det	_	10	DETERMINER
10	mantıkla	mantık	Noun	Noun	A3sg|Pnon|Ins	11	MODIFIER
11	gidersen	git	Verb	Verb	Pos|Aor|Cond|A2sg	13	MODIFIER
12	zevk	zevk	Noun	Noun	A3sg|Pnon|Nom	13	MWE
13	alamazsın	al	Verb	Verb	Able|Neg|Aor|A2sg	0	PREDICATE
14	.	.	Punc	Punc	_	13	PUNCTUATION



1	Bu	bu	Det	Det	_	2	DETERMINER
2	filmde	film	Noun	Noun	A3sg|Pnon|Loc	3	MODIFIER
3	_	işle	Verb	Verb	Pass|Pos	4	DERIV
4	işlenen	_	Adj	PresPart	_	5	MODIFIER
5	konunun	konu	Noun	Noun	A3sg|Pnon|Gen	7	POSSESSOR
6	dramatik	dramatik	Adj	Adj	_	7	MODIFIER
